0011x00000D1xr8AAB,MINI MERCADO,FAIXA 7,-20.494055,-54.630781,721.6974825438978
0011x00000D1xndAAB,MINI MERCADO,FAIXA 7,-8.037312,-50.038281,1030.3730687448972
0011x00000D1xruAAB,MINI MERCADO,FAIXA 7,-1.30611111,-48.475,1768.917148130026
0011x00000D1xknAAB,MINI MERCADO,FAIXA 7,-0.62361111,-47.36444444,1850.4941936325527
0011x00000D1xr1AAB,MINI MERCADO,FAIXA 7,-9.96527778,-67.83861111,2216.7475436544855
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmRAAR,MINI MERCADO,FAIXA 8,-16.37527778,-46.90694444,0.0
0011x00000D1xmXAAR,MINI MERCADO,FAIXA 8,-16.80611111,-49.92833333,325.5014640043551
0011x00000D1xlUAAR,MINI MERCADO,FAIXA 8,-16.52194444,-50.37444444,370.12566070243986
0011x00000D1xr9AAB,MINI MERCADO,FAIXA 8,-11.80805556,-49.52444444,580.9648192242676
0011x00000D1xoKAAR,MINI MERCADO,FAIXA 8,-16.19861111,-52.55611111,603.2215660541547
0011x00000D1xq3AAB,MINI MERCADO,FAIXA 8,-1.99888889,-54.08138889,1780.961199008678
0011x00000D1xqZAAR,MINI MERCADO,FAIXA 8,-0.04916667,-51.13805556,1873.6432880879374
0011x00000D1xreAAB,MINI MERCADO,FAIXA 8,-8.74361111,-63.85222222,2023.6695726685182
0011x00000D1xo0AAB,MINI MERCADO,FAIXA 8,-3.12027778,-60.03861111,2057.326828294597
0011x00000D1xm3AAB,MINI MERCADO,FAIXA 8,-3.30111111,-60.62166667,2088.0106788049193
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmVAAR,PADARIA,FAIXA 5,-15.75888889,-47.88805556,0.0
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmXAAR,MINI MERCADO,FAIXA 8,-16.80611111,-49.92833333,0.0
0011x00000D1xlUAAR,MINI MERCADO,FAIXA 8,-16.52194444,-50.37444444,57.065291984585805
0011x00000D1xoKAAR,MINI MERCADO,FAIXA 8,-16.19861111,-52.55611111,288.1708031983831
0011x00000D1xmRAAR,MINI MERCADO,FAIXA 8,-16.37527778,-46.90694444,325.5014640043551
0011x00000D1xr9AAB,MINI MERCADO,FAIXA 8,-11.80805556,-49.52444444,557.4314828456525
0011x00000D1xq3AAB,MINI MERCADO,FAIXA 8,-1.99888889,-54.08138889,1707.9091460696488
0011x00000D1xreAAB,MINI MERCADO,FAIXA 8,-8.74361111,-63.85222222,1754.5517958915127
0011x00000D1xqZAAR,MINI MERCADO,FAIXA 8,-0.04916667,-51.13805556,1867.906398656748
0011x00000D1xo0AAB,MINI MERCADO,FAIXA 8,-3.12027778,-60.03861111,1880.1764079935722
0011x00000D1xm3AAB,MINI MERCADO,FAIXA 8,-3.30111111,-60.62166667,1902.203551721836
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xmzAAB,RESTAURANTE,FAIXA 6,-14.47666667,-49.15555556,0.0
0011x00000D1xmjAAB,RESTAURANTE,FAIXA 6,-19.91722222,-54.36805556,819.8622203640784
0011x00000D1xqKAAR,RESTAURANTE,FAIXA 6,-1.41555556,-48.44,1454.385821050506
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
NULL,NULL,NULL,1.0E10,1.0E10,1.0E10
0011x00000D1xn9AAB,BAR NOTURNO,FAIXA 8,-20.46861111,-54.60722222,0.0
